date,arrive,sh_order,sh_PV,sh_UV,sh_single_avg_px,sh_round_avg_px,sh_single_px_mid,sh_round_px_mid,bj_order,bj_PV,bj_UV,bj_single_avg_px,bj_round_avg_px,bj_single_px_mid,bj_round_px_mid
2016/5/28,Î÷ÑÅÍ¼,109,1454,596,15610 ,,9138 ,,116,1532,690,4204 ,11349 ,3157 ,
2016/5/29,Î÷ÑÅÍ¼,114,1455,666,4948 ,12480 ,3719 ,10197 ,111,1670,712,10792 ,11129 ,8631 ,10197 
2016/5/30,Î÷ÑÅÍ¼,123,2013,741,5278 ,17186 ,2982 ,14374 ,128,2587,911,12295 ,8669 ,4673 ,14374 
2016/5/31,Î÷ÑÅÍ¼,131,1880,708,12623 ,11937 ,12098 ,10361 ,132,2172,885,5401 ,9053 ,5650 ,10361 
2016/6/1,Î÷ÑÅÍ¼,117,1790,739,9836 ,16163 ,7068 ,13170 ,123,2298,910,28421 ,8298 ,24994 ,13170 
2016/6/2,Î÷ÑÅÍ¼,114,1923,737,7324 ,9878 ,6935 ,8818 ,130,2422,948,5673 ,10741 ,4703 ,8818 
2016/6/3,Î÷ÑÅÍ¼,117,2024,743,6456 ,13101 ,5937 ,11448 ,115,1895,825,5659 ,10863 ,5419 ,11448 
2016/6/4,Î÷ÑÅÍ¼,122,1550,579,7570 ,10103 ,5544 ,7554 ,114,1437,679,7903 ,20428 ,4694 ,7554 
2016/6/5,Î÷ÑÅÍ¼,112,1566,617,4266 ,13141 ,4570 ,9639 ,114,1496,708,6502 ,15693 ,6307 ,9639 
2016/6/6,Î÷ÑÅÍ¼,114,1828,766,8566 ,8610 ,7299 ,7962 ,115,2049,856,7198 ,7004 ,6209 ,7962 
2016/6/7,Î÷ÑÅÍ¼,115,2086,806,8119 ,12384 ,5943 ,9699 ,114,1950,839,6047 ,14073 ,5615 ,9699 
2016/6/8,Î÷ÑÅÍ¼,123,1934,728,5785 ,11380 ,5533 ,8935 ,123,1966,846,7953 ,12279 ,6089 ,8935 
